preprocessing...
Using Bigram: True
Correct !!! 1471  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1472  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1473  th article is classified as World      ,actually is  World     
Correct !!! 1474  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1475  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1476  th article is classified as World      ,actually is  World     
Correct !!! 1477  th article is classified as Business   ,actually is  Business  
Correct !!! 1478  th article is classified as World      ,actually is  World     
Correct !!! 1479  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1480  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 1481  th article is classified as Business   ,actually is  Business  
Correct !!! 1482  th article is classified as Business   ,actually is  Business  
Correct !!! 1483  th article is classified as Business   ,actually is  Business  
Correct !!! 1484  th article is classified as Business   ,actually is  Business  
Correct !!! 1485  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1486  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1487  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1488  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1489  th article is classified as World      ,actually is  Sports    
Correct !!! 1490  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1491  th article is classified as World      ,actually is  World     
Correct !!! 1492  th article is classified as World      ,actually is  World     
Correct !!! 1493  th article is classified as World      ,actually is  World     
Correct !!! 1494  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1495  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 1496  th article is classified as Business   ,actually is  Business  
Correct !!! 1497  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1498  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1499  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1500  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1501  th article is classified as Business   ,actually is  Business  
Correct !!! 1502  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1503  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1504  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1505  th article is classified as World      ,actually is  World     
Correct !!! 1506  th article is classified as World      ,actually is  World     
Correct !!! 1507  th article is classified as World      ,actually is  World     
Correct !!! 1508  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1509  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1510  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1511  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1512  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1513  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1514  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1515  th article is classified as Business   ,actually is  Business  
Correct !!! 1516  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1517  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1518  th article is classified as World      ,actually is  World     
Correct !!! 1519  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1520  th article is classified as World      ,actually is  World     
Correct !!! 1521  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1522  th article is classified as World      ,actually is  World     
Correct !!! 1523  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1524  th article is classified as World      ,actually is  World     
Correct !!! 1525  th article is classified as Business   ,actually is  Business  
Correct !!! 1526  th article is classified as World      ,actually is  World     
Correct !!! 1527  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1528  th article is classified as Business   ,actually is  Business  
Correct !!! 1529  th article is classified as World      ,actually is  World     
Correct !!! 1530  th article is classified as World      ,actually is  World     
Correct !!! 1531  th article is classified as Business   ,actually is  Business  
Correct !!! 1532  th article is classified as Business   ,actually is  Business  
Correct !!! 1533  th article is classified as World      ,actually is  World     
Correct !!! 1534  th article is classified as World      ,actually is  World     
Correct !!! 1535  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1536  th article is classified as World      ,actually is  World     
Correct !!! 1537  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1538  th article is classified as World      ,actually is  World     
Correct !!! 1539  th article is classified as World      ,actually is  World     
Correct !!! 1540  th article is classified as Business   ,actually is  Business  
Correct !!! 1541  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1542  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 1543  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1544  th article is classified as Business   ,actually is  World     
Correct !!! 1545  th article is classified as World      ,actually is  World     
Correct !!! 1546  th article is classified as World      ,actually is  World     
Correct !!! 1547  th article is classified as World      ,actually is  World     
Correct !!! 1548  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1549  th article is classified as World      ,actually is  Business  
Correct !!! 1550  th article is classified as World      ,actually is  World     
Correct !!! 1551  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1552  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1553  th article is classified as Sports     ,actually is  Business  
Correct !!! 1554  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1555  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1556  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1557  th article is classified as Business   ,actually is  Business  
Correct !!! 1558  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1559  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1560  th article is classified as World      ,actually is  World     
Correct !!! 1561  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1562  th article is classified as Business   ,actually is  Business  
Correct !!! 1563  th article is classified as World      ,actually is  World     
Correct !!! 1564  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1565  th article is classified as World      ,actually is  Sports    
Correct !!! 1566  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1567  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1568  th article is classified as World      ,actually is  World     
Correct !!! 1569  th article is classified as World      ,actually is  World     
Correct !!! 1570  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1571  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1572  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1573  th article is classified as World      ,actually is  World     
Correct !!! 1574  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1575  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1576  th article is classified as Business   ,actually is  Business  
Correct !!! 1577  th article is classified as World      ,actually is  World     
Correct !!! 1578  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1579  th article is classified as World      ,actually is  World     
Correct !!! 1580  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1581  th article is classified as World      ,actually is  World     
Correct !!! 1582  th article is classified as World      ,actually is  World     
Correct !!! 1583  th article is classified as World      ,actually is  World     
Correct !!! 1584  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1585  th article is classified as Business   ,actually is  Business  
Correct !!! 1586  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1587  th article is classified as World      ,actually is  World     
Correct !!! 1588  th article is classified as World      ,actually is  World     
Correct !!! 1589  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1590  th article is classified as World      ,actually is  World     
Correct !!! 1591  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1592  th article is classified as Sports     ,actually is  Business  
Correct !!! 1593  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1594  th article is classified as World      ,actually is  World     
Correct !!! 1595  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1596  th article is classified as World      ,actually is  World     
Correct !!! 1597  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1598  th article is classified as Business   ,actually is  Business  
Correct !!! 1599  th article is classified as World      ,actually is  World     
Correct !!! 1600  th article is classified as World      ,actually is  World     
Correct !!! 1601  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1602  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1603  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1604  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1605  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1606  th article is classified as World      ,actually is  World     
Correct !!! 1607  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1608  th article is classified as Business   ,actually is  Business  
Correct !!! 1609  th article is classified as World      ,actually is  World     
Wrong   !!! 1610  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1611  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1612  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1613  th article is classified as Sci/Tech   ,actually is  Business  
Wrong   !!! 1614  th article is classified as Sports     ,actually is  Business  
Correct !!! 1615  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1616  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1617  th article is classified as World      ,actually is  World     
Wrong   !!! 1618  th article is classified as Sports     ,actually is  World     
Correct !!! 1619  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1620  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1621  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1622  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1623  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1624  th article is classified as Sports     ,actually is  World     
Correct !!! 1625  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1626  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1627  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1628  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1629  th article is classified as Business   ,actually is  Business  
Correct !!! 1630  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1631  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1632  th article is classified as Business   ,actually is  Business  
Correct !!! 1633  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1634  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1635  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1636  th article is classified as Business   ,actually is  Business  
Correct !!! 1637  th article is classified as World      ,actually is  World     
Correct !!! 1638  th article is classified as World      ,actually is  World     
Correct !!! 1639  th article is classified as Business   ,actually is  Business  
Correct !!! 1640  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1641  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1642  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1643  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1644  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1645  th article is classified as World      ,actually is  World     
Correct !!! 1646  th article is classified as Business   ,actually is  Business  
Correct !!! 1647  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1648  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1649  th article is classified as World      ,actually is  World     
Correct !!! 1650  th article is classified as World      ,actually is  World     
Correct !!! 1651  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1652  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1653  th article is classified as Business   ,actually is  Business  
Correct !!! 1654  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1655  th article is classified as Business   ,actually is  Business  
Correct !!! 1656  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1657  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1658  th article is classified as Business   ,actually is  Business  
Correct !!! 1659  th article is classified as World      ,actually is  World     
Correct !!! 1660  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1661  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1662  th article is classified as Business   ,actually is  Business  
Correct !!! 1663  th article is classified as Business   ,actually is  Business  
Correct !!! 1664  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1665  th article is classified as World      ,actually is  World     
Correct !!! 1666  th article is classified as Business   ,actually is  Business  
Correct !!! 1667  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1668  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1669  th article is classified as World      ,actually is  Business  
Correct !!! 1670  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1671  th article is classified as Business   ,actually is  Business  
Correct !!! 1672  th article is classified as World      ,actually is  World     
Correct !!! 1673  th article is classified as World      ,actually is  World     
Wrong   !!! 1674  th article is classified as Sports     ,actually is  Business  
Correct !!! 1675  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1676  th article is classified as Business   ,actually is  World     
Correct !!! 1677  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1678  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1679  th article is classified as Business   ,actually is  Business  
Correct !!! 1680  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1681  th article is classified as World      ,actually is  World     
Correct !!! 1682  th article is classified as Business   ,actually is  Business  
Correct !!! 1683  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1684  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1685  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1686  th article is classified as World      ,actually is  World     
Correct !!! 1687  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1688  th article is classified as Business   ,actually is  Business  
Correct !!! 1689  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1690  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1691  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1692  th article is classified as Business   ,actually is  World     
Correct !!! 1693  th article is classified as Business   ,actually is  Business  
Correct !!! 1694  th article is classified as Business   ,actually is  Business  
Correct !!! 1695  th article is classified as Business   ,actually is  Business  
Correct !!! 1696  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1697  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1698  th article is classified as World      ,actually is  World     
Correct !!! 1699  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1700  th article is classified as Business   ,actually is  Business  
Correct !!! 1701  th article is classified as World      ,actually is  World     
Correct !!! 1702  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1703  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1704  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1705  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1706  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1707  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1708  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1709  th article is classified as Business   ,actually is  Business  
Correct !!! 1710  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1711  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1712  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1713  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1714  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1715  th article is classified as Business   ,actually is  Business  
Correct !!! 1716  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1717  th article is classified as World      ,actually is  World     
Correct !!! 1718  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1719  th article is classified as Business   ,actually is  Business  
Correct !!! 1720  th article is classified as Business   ,actually is  Business  
Correct !!! 1721  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1722  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1723  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1724  th article is classified as World      ,actually is  World     
Correct !!! 1725  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1726  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1727  th article is classified as Business   ,actually is  Business  
Correct !!! 1728  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1729  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1730  th article is classified as World      ,actually is  World     
Correct !!! 1731  th article is classified as Business   ,actually is  Business  
Correct !!! 1732  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1733  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1734  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1735  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1736  th article is classified as Business   ,actually is  Business  
Correct !!! 1737  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1738  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1739  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1740  th article is classified as World      ,actually is  World     
Correct !!! 1741  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1742  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1743  th article is classified as World      ,actually is  World     
Correct !!! 1744  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1745  th article is classified as World      ,actually is  World     
Correct !!! 1746  th article is classified as World      ,actually is  World     
Correct !!! 1747  th article is classified as Business   ,actually is  Business  
Correct !!! 1748  th article is classified as World      ,actually is  World     
Correct !!! 1749  th article is classified as Business   ,actually is  Business  
Correct !!! 1750  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1751  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1752  th article is classified as World      ,actually is  World     
Correct !!! 1753  th article is classified as Business   ,actually is  Business  
Correct !!! 1754  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1755  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1756  th article is classified as Sports     ,actually is  World     
Wrong   !!! 1757  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 1758  th article is classified as Business   ,actually is  Business  
Correct !!! 1759  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1760  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1761  th article is classified as World      ,actually is  World     
Correct !!! 1762  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1763  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1764  th article is classified as Business   ,actually is  Business  
Correct !!! 1765  th article is classified as World      ,actually is  World     
Wrong   !!! 1766  th article is classified as World      ,actually is  Sports    
Correct !!! 1767  th article is classified as Business   ,actually is  Business  
Correct !!! 1768  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1769  th article is classified as World      ,actually is  World     
Correct !!! 1770  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1771  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1772  th article is classified as Business   ,actually is  Business  
Correct !!! 1773  th article is classified as World      ,actually is  World     
Correct !!! 1774  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1775  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1776  th article is classified as Business   ,actually is  Business  
Correct !!! 1777  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1778  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1779  th article is classified as World      ,actually is  World     
Correct !!! 1780  th article is classified as World      ,actually is  World     
Correct !!! 1781  th article is classified as World      ,actually is  World     
Wrong   !!! 1782  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1783  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1784  th article is classified as Business   ,actually is  Business  
Correct !!! 1785  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1786  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1787  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1788  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1789  th article is classified as Business   ,actually is  Business  
Correct !!! 1790  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1791  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1792  th article is classified as World      ,actually is  World     
Wrong   !!! 1793  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1794  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1795  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1796  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1797  th article is classified as Business   ,actually is  Business  
Correct !!! 1798  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1799  th article is classified as World      ,actually is  Sports    
Correct !!! 1800  th article is classified as Business   ,actually is  Business  
Correct !!! 1801  th article is classified as World      ,actually is  World     
Correct !!! 1802  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1803  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1804  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1805  th article is classified as Business   ,actually is  Business  
Correct !!! 1806  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1807  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1808  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1809  th article is classified as World      ,actually is  World     
Correct !!! 1810  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1811  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1812  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1813  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1814  th article is classified as World      ,actually is  World     
Correct !!! 1815  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1816  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1817  th article is classified as World      ,actually is  World     
Correct !!! 1818  th article is classified as World      ,actually is  World     
Correct !!! 1819  th article is classified as World      ,actually is  World     
Correct !!! 1820  th article is classified as Business   ,actually is  Business  
Correct !!! 1821  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1822  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1823  th article is classified as World      ,actually is  World     
Wrong   !!! 1824  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1825  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1826  th article is classified as Business   ,actually is  Business  
Correct !!! 1827  th article is classified as Business   ,actually is  Business  
Correct !!! 1828  th article is classified as World      ,actually is  World     
Correct !!! 1829  th article is classified as World      ,actually is  World     
Correct !!! 1830  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1831  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1832  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1833  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1834  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1835  th article is classified as World      ,actually is  World     
Wrong   !!! 1836  th article is classified as Sports     ,actually is  World     
Correct !!! 1837  th article is classified as World      ,actually is  World     
Correct !!! 1838  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1839  th article is classified as Business   ,actually is  Business  
Correct !!! 1840  th article is classified as World      ,actually is  World     
Correct !!! 1841  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1842  th article is classified as World      ,actually is  World     
Correct !!! 1843  th article is classified as Business   ,actually is  Business  
Correct !!! 1844  th article is classified as World      ,actually is  World     
Correct !!! 1845  th article is classified as World      ,actually is  World     
Correct !!! 1846  th article is classified as Business   ,actually is  Business  
Correct !!! 1847  th article is classified as World      ,actually is  World     
Correct !!! 1848  th article is classified as Business   ,actually is  Business  
Correct !!! 1849  th article is classified as World      ,actually is  World     
Correct !!! 1850  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1851  th article is classified as World      ,actually is  World     
Wrong   !!! 1852  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1853  th article is classified as World      ,actually is  World     
Correct !!! 1854  th article is classified as Business   ,actually is  Business  
Correct !!! 1855  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1856  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1857  th article is classified as World      ,actually is  World     
Correct !!! 1858  th article is classified as World      ,actually is  World     
Correct !!! 1859  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1860  th article is classified as Business   ,actually is  Business  
Correct !!! 1861  th article is classified as World      ,actually is  World     
Correct !!! 1862  th article is classified as Business   ,actually is  Business  
Correct !!! 1863  th article is classified as Business   ,actually is  Business  
Correct !!! 1864  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1865  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1866  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1867  th article is classified as Sports     ,actually is  World     
Correct !!! 1868  th article is classified as World      ,actually is  World     
Wrong   !!! 1869  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1870  th article is classified as World      ,actually is  World     
Wrong   !!! 1871  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1872  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1873  th article is classified as World      ,actually is  World     
Correct !!! 1874  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1875  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1876  th article is classified as Business   ,actually is  Business  
Correct !!! 1877  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1878  th article is classified as World      ,actually is  World     
Correct !!! 1879  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1880  th article is classified as Business   ,actually is  Sports    
Correct !!! 1881  th article is classified as World      ,actually is  World     
Wrong   !!! 1882  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1883  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1884  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1885  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1886  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1887  th article is classified as World      ,actually is  World     
Correct !!! 1888  th article is classified as World      ,actually is  World     
Correct !!! 1889  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1890  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1891  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1892  th article is classified as Business   ,actually is  World     
Correct !!! 1893  th article is classified as Business   ,actually is  Business  
Correct !!! 1894  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1895  th article is classified as World      ,actually is  World     
Correct !!! 1896  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1897  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1898  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1899  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1900  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1901  th article is classified as Business   ,actually is  Business  
Correct !!! 1902  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1903  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1904  th article is classified as World      ,actually is  World     
Correct !!! 1905  th article is classified as World      ,actually is  World     
Correct !!! 1906  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1907  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1908  th article is classified as Business   ,actually is  Business  
Correct !!! 1909  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1910  th article is classified as World      ,actually is  World     
Correct !!! 1911  th article is classified as Sports     ,actually is  Sports    
